"","MS_SubClass","MS_Zoning","Lot_Frontage","Lot_Area","Street","Alley","Lot_Shape","Land_Contour","Utilities","Lot_Config","Land_Slope","Neighborhood","Condition_1","Condition_2","Bldg_Type","House_Style","Overall_Qual","Overall_Cond","Year_Built","Year_Remod_Add","Roof_Style","Roof_Matl","Exterior_1st","Exterior_2nd","Mas_Vnr_Type","Mas_Vnr_Area","Exter_Qual","Exter_Cond","Foundation","Bsmt_Qual","Bsmt_Cond","Bsmt_Exposure","BsmtFin_Type_1","BsmtFin_SF_1","BsmtFin_Type_2","BsmtFin_SF_2","Bsmt_Unf_SF","Total_Bsmt_SF","Heating","Heating_QC","Central_Air","Electrical","First_Flr_SF","Second_Flr_SF","Low_Qual_Fin_SF","Gr_Liv_Area","Bsmt_Full_Bath","Bsmt_Half_Bath","Full_Bath","Half_Bath","Bedroom_AbvGr","Kitchen_AbvGr","Kitchen_Qual","TotRms_AbvGrd","Functional","Fireplaces","Fireplace_Qu","Garage_Type","Garage_Finish","Garage_Cars","Garage_Area","Garage_Qual","Garage_Cond","Paved_Drive","Wood_Deck_SF","Open_Porch_SF","Enclosed_Porch","Three_season_porch","Screen_Porch","Pool_Area","Pool_QC","Fence","Misc_Feature","Misc_Val","Mo_Sold","Year_Sold","Sale_Type","Sale_Condition","Sale_Price","Longitude","Latitude"
"39","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",0,10456,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","Norm","Norm","OneFam","One_Story","Above_Average","Above_Average",1967,1967,"Hip","CompShg","HdBoard","HdBoard","BrkFace",120,"Typical","Typical","CBlock","Typical","Typical","No","GLQ",3,"Unf",0,1323,1829,"GasA","Good","Y","SBrkr",1829,0,0,1829,1,0,2,0,4,1,"Typical",8,"Typ",0,"No_Fireplace","Attchd","RFn",2,535,"Typical","Typical","Paved",0,76,0,0,0,0,"No_Pool","No_Fence","None",0,5,2010,"WD ","Normal",218500,-93.633351,42.046322
"40","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",0,10603,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","Norm","Norm","OneFam","One_Story","Above_Average","Good",1977,2001,"Gable","CompShg","Plywood","Plywood","BrkFace",28,"Typical","Typical","PConc","Typical","Typical","Mn","ALQ",1,"Unf",0,410,1610,"GasA","Good","Y","SBrkr",1610,0,0,1610,1,0,2,0,3,1,"Good",6,"Typ",2,"Typical","Attchd","RFn",2,480,"Typical","Typical","Paved",168,68,0,0,0,0,"No_Pool","No_Fence","None",0,2,2010,"WD ","Normal",205000,-93.637463,42.043306
"41","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",77,9320,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Below_Average","Average",1959,1959,"Gable","CompShg","Plywood","Plywood","None",0,"Typical","Typical","CBlock","Typical","Typical","No","ALQ",1,"Unf",0,381,950,"GasA","Fair","Y","SBrkr",1225,0,0,1225,1,0,1,1,3,1,"Typical",6,"Typ",0,"No_Fireplace","No_Garage","No_Garage",0,0,"No_Garage","No_Garage","Paved",352,0,0,0,0,0,"No_Pool","No_Fence","Shed",400,1,2010,"WD ","Normal",128950,-93.623383,42.043363
"42","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",90,9900,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Average","Average",1966,1966,"Hip","CompShg","HdBoard","HdBoard","None",0,"Typical","Typical","PConc","Good","Typical","No","BLQ",2,"Unf",0,150,1209,"GasA","Good","Y","SBrkr",1209,0,0,1209,1,0,1,0,3,1,"Typical",6,"Typ",0,"No_Fireplace","Attchd","RFn",2,504,"Typical","Typical","Paved",0,0,120,0,0,0,"No_Pool","No_Fence","None",0,4,2010,"ConLD","Normal",159000,-93.626939,42.039085
"43","Split_or_Multilevel","Residential_Low_Density",0,14112,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Corner","Gtl","North_Ames","Norm","Norm","OneFam","SLvl","Average","Good",1964,1964,"Hip","CompShg","Wd Sdng","HdBoard","BrkFace",86,"Typical","Typical","PConc","Typical","Typical","Av","GLQ",3,"Unf",0,138,1152,"GasA","Typical","Y","SBrkr",1152,0,0,1152,1,0,1,0,3,1,"Typical",6,"Typ",1,"Good","Attchd","RFn",2,484,"Typical","Typical","Paved",227,0,0,0,0,0,"No_Pool","No_Fence","None",0,4,2010,"WD ","Normal",180500,-93.627809,42.041146
"44","Split_Foyer","Residential_Low_Density",80,8800,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Feedr","Norm","OneFam","SFoyer","Above_Average","Good",1963,1963,"Gable","CompShg","MetalSd","MetalSd","BrkFace",156,"Typical","Good","PConc","Typical","Typical","Gd","GLQ",3,"Unf",0,173,936,"GasA","Excellent","Y","SBrkr",1054,0,0,1054,1,0,1,0,3,1,"Good",6,"Typ",0,"No_Fireplace","Attchd","RFn",2,480,"Typical","Typical","Paved",120,0,0,0,0,0,"No_Pool","Minimum_Privacy","None",0,5,2010,"WD ","Abnorml",137500,-93.625728,42.040391
"45","Duplex_All_Styles_and_Ages","Residential_Low_Density",98,13260,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","Duplex","One_Story","Average","Above_Average",1962,2001,"Hip","CompShg","HdBoard","HdBoard","BrkFace",144,"Typical","Typical","CBlock","Typical","Typical","No","BLQ",2,"Unf",0,228,1728,"GasA","Typical","Y","SBrkr",1728,0,0,1728,2,0,2,0,6,2,"Typical",10,"Typ",0,"No_Fireplace","No_Garage","No_Garage",0,0,"No_Garage","No_Garage","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,1,2010,"Oth","Abnorml",84900,-93.622904,42.0418387
"46","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",50,7207,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Brookside","Norm","Norm","OneFam","One_Story","Average","Good",1958,2008,"Gable","CompShg","Wd Sdng","Plywood","None",0,"Typical","Good","CBlock","Typical","Typical","Gd","BLQ",2,"Unf",0,162,858,"GasA","Good","Y","SBrkr",858,0,0,858,1,0,1,0,2,1,"Typical",4,"Typ",0,"No_Fireplace","No_Garage","No_Garage",0,0,"No_Garage","No_Garage","Paved",117,0,0,0,0,0,"No_Pool","No_Fence","None",0,2,2010,"WD ","Normal",116500,-93.629287,42.035256
"47","Split_Foyer","Residential_Low_Density",75,11380,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","SFoyer","Above_Average","Very_Good",1966,2008,"Gable","CompShg","HdBoard","HdBoard","BrkFace",216,"Typical","Typical","CBlock","Typical","Typical","Gd","GLQ",3,"Unf",0,136,1080,"GasA","Good","Y","SBrkr",1128,0,0,1128,1,0,1,0,2,1,"Good",5,"Typ",1,"Good","Attchd","Unf",1,315,"Typical","Typical","Paved",238,0,0,0,0,0,"No_Pool","No_Fence","Shed",1500,1,2010,"WD ","Normal",178000,-93.618221,42.048494
"48","Duplex_All_Styles_and_Ages","Residential_Low_Density",80,11600,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","North_Ames","Feedr","Norm","Duplex","Two_Story","Average","Average",1960,1960,"Gable","CompShg","MetalSd","MetalSd","BrkFace",361,"Typical","Typical","CBlock","Typical","Typical","No","Rec",6,"Unf",0,662,1105,"GasA","Typical","Y","FuseA",1105,1169,0,2274,0,0,2,0,5,2,"Typical",12,"Typ",0,"No_Fireplace","Detchd","Unf",2,480,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,1,2010,"WD ","Normal",154300,-93.6184183,42.0459375
"49","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",137,16492,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Corner","Gtl","North_Ames","PosA","Norm","OneFam","One_Story","Above_Average","Above_Average",1966,2002,"Gable","CompShg","BrkFace","Plywood","None",0,"Good","Typical","CBlock","Typical","Typical","No","ALQ",1,"Rec",713,557,1517,"GasA","Excellent","Y","SBrkr",1888,0,0,1888,0,0,2,1,2,1,"Good",6,"Mod",1,"Good","Attchd","Fin",2,578,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,6,2010,"WD ","Normal",190000,-93.614244,42.047447
"50","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",60,10950,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Average","Good",1952,1952,"Gable","CompShg","WdShing","Wd Shng","None",0,"Typical","Typical","CBlock","Typical","Typical","No","BLQ",2,"Unf",0,525,864,"GasA","Typical","Y","SBrkr",1064,0,0,1064,0,1,1,0,2,1,"Fair",4,"Typ",0,"No_Fireplace","Detchd","Unf",1,318,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,5,2010,"WD ","Normal",135000,-93.615622,42.040396
"51","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",85,10200,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Average","Good",1954,2003,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",104,"Typical","Typical","CBlock","Typical","Typical","No","ALQ",1,"BLQ",362,404,1086,"GasA","Good","Y","SBrkr",1086,0,0,1086,1,0,1,0,3,1,"Typical",6,"Typ",0,"No_Fireplace","Attchd","Unf",2,490,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","Good_Wood","None",0,5,2010,"WD ","Normal",144900,-93.618788,42.038249
"52","One_and_Half_Story_Finished_All_Ages","Residential_Low_Density",78,17503,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Artery","Norm","OneFam","One_and_Half_Fin","Above_Average","Average",1948,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","Typical","CBlock","Typical","Typical","No","Unf",7,"Unf",0,912,912,"GasA","Typical","Y","SBrkr",912,546,0,1458,0,1,1,0,3,1,"Typical",6,"Typ",1,"Good","Attchd","Unf",1,330,"Typical","Typical","Paved",192,0,0,0,0,0,"No_Pool","No_Fence","None",0,1,2010,"WD ","Abnorml",97500,-93.620341,42.035869
"53","Split_or_Multilevel","Residential_Low_Density",96,11275,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","North_Ames","PosN","Norm","OneFam","SLvl","Good","Good",1967,2007,"Mansard","WdShake","Wd Sdng","Wd Sdng","BrkFace",300,"Good","Good","CBlock","Good","Typical","No","Unf",7,"Unf",0,710,710,"GasA","Excellent","Y","SBrkr",1898,1080,0,2978,0,0,2,1,5,1,"Good",11,"Typ",1,"Good","BuiltIn","Fin",2,564,"Typical","Typical","Paved",240,0,0,0,0,0,"No_Pool","No_Fence","None",0,6,2010,"WD ","Normal",242000,-93.606905,42.041119
"54","One_and_Half_Story_Finished_All_Ages","Residential_Low_Density",60,8064,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Artery","Norm","OneFam","One_and_Half_Fin","Above_Average","Very_Good",1948,2004,"Gable","CompShg","WdShing","Wd Shng","None",0,"Typical","Typical","CBlock","Typical","Typical","No","ALQ",1,"Rec",174,161,816,"GasA","Typical","Y","SBrkr",816,408,0,1224,1,0,1,0,3,1,"Typical",5,"Typ",0,"No_Fireplace","Detchd","Unf",1,280,"Typical","Typical","Paved",414,0,0,0,0,0,"No_Pool","Good_Wood","None",0,5,2010,"WD ","Normal",132000,-93.61061,42.035867
"55","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",80,9760,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Mod","North_Ames","Norm","Norm","OneFam","One_Story","Above_Average","Good",1963,1984,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",218,"Typical","Typical","CBlock","Typical","Typical","Gd","BLQ",2,"LwQ",263,415,1395,"GasA","Typical","Y","SBrkr",1395,0,0,1395,1,0,1,0,2,1,"Typical",7,"Min1",1,"Typical","Attchd","RFn",2,440,"Typical","Typical","Paved",657,0,113,0,240,0,"No_Pool","No_Fence","None",0,5,2010,"WD ","Normal",192000,-93.604835,42.036873
"56","Two_Story_1946_and_Newer","Residential_Low_Density",70,7700,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","PosN","Norm","OneFam","Two_Story","Above_Average","Average",1966,1966,"Gable","CompShg","MetalSd","MetalSd","BrkFace",351,"Typical","Typical","CBlock","Typical","Typical","No","Unf",7,"Unf",0,756,756,"GasA","Typical","Y","SBrkr",1051,788,0,1839,0,0,1,1,4,1,"Typical",7,"Typ",1,"Typical","Attchd","Unf",2,442,"Typical","Typical","Paved",0,124,216,0,0,0,"No_Pool","No_Fence","None",0,6,2010,"WD ","Normal",155000,-93.603705,42.037093
"57","One_and_Half_Story_Finished_All_Ages","Residential_Medium_Density",55,8800,"Pave","Gravel","Regular","Lvl","AllPub","Corner","Gtl","Old_Town","Norm","Norm","OneFam","One_and_Half_Fin","Below_Average","Good",1910,2004,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","Typical","BrkTil","Typical","Fair","No","Unf",7,"Unf",0,576,576,"GasA","Good","Y","SBrkr",792,348,0,1140,0,0,1,0,3,1,"Typical",7,"Min2",0,"No_Fireplace","No_Garage","No_Garage",0,0,"No_Garage","No_Garage","Dirt_Gravel",0,160,0,0,0,0,"No_Pool","No_Fence","None",0,6,2010,"WD ","Normal",96500,-93.617135,42.032134
"58","One_Story_1945_and_Older","Residential_Medium_Density",56,8960,"Pave","Gravel","Regular","Lvl","AllPub","Inside","Gtl","Old_Town","Artery","Norm","OneFam","One_Story","Average","Above_Average",1927,1950,"Gable","CompShg","WdShing","Wd Shng","None",0,"Typical","Typical","CBlock","Typical","Typical","No","Unf",7,"Unf",0,1008,1008,"GasA","Good","Y","FuseA",1028,0,0,1028,0,0,1,0,2,1,"Typical",5,"Typ",1,"Good","Detchd","Unf",2,360,"Typical","Typical","Paved",0,0,130,0,0,0,"No_Pool","No_Fence","None",0,3,2010,"WD ","Normal",115000,-93.620241,42.031381
"59","One_Story_1946_and_Newer_All_Styles","Residential_Medium_Density",69,5805,"Pave","Gravel","Regular","Bnk","AllPub","Inside","Mod","Old_Town","Norm","Norm","OneFam","One_Story","Average","Good",1957,1957,"Hip","CompShg","MetalSd","MetalSd","None",0,"Typical","Typical","CBlock","Typical","Typical","Mn","BLQ",2,"Rec",1073,0,1347,"GasA","Good","Y","SBrkr",1347,0,0,1347,1,1,1,0,3,1,"Good",6,"Typ",0,"No_Fireplace","Detchd","Unf",2,551,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,6,2010,"WD ","Normal",143000,-93.6179112,42.0303783
"60","One_and_Half_Story_Finished_All_Ages","Residential_Medium_Density",50,5500,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","Old_Town","Norm","Norm","OneFam","One_and_Half_Fin","Average","Good",1929,2001,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","Typical","BrkTil","Typical","Typical","No","LwQ",4,"ALQ",692,0,926,"GasA","Typical","Y","SBrkr",926,0,390,1316,1,0,1,0,3,1,"Typical",6,"Typ",0,"No_Fireplace","Detchd","Unf",2,484,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,4,2010,"WD ","Normal",130000,-93.608954,42.03128
"61","One_and_Half_Story_Unfinished_All_Ages","Residential_Medium_Density",50,6900,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","Old_Town","Norm","Norm","OneFam","One_and_Half_Fin","Above_Average","Good",1938,2000,"Gable","CompShg","MetalSd","MetalSd","None",0,"Typical","Typical","PConc","Good","Typical","No","Unf",7,"Unf",0,827,827,"GasA","Good","Y","SBrkr",827,424,0,1251,0,0,1,0,3,1,"Fair",6,"Typ",0,"No_Fireplace","Detchd","Unf",1,240,"Fair","Typical","Dirt_Gravel",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,1,2010,"WD ","Normal",119000,-93.6090761,42.0303113
"62","One_and_Half_Story_Finished_All_Ages","Residential_Medium_Density",0,8239,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Old_Town","Artery","Norm","OneFam","One_and_Half_Fin","Average","Above_Average",1920,1962,"Gable","CompShg","MetalSd","MetalSd","None",0,"Typical","Typical","BrkTil","Typical","Typical","No","Rec",6,"Unf",0,832,1008,"GasA","Typical","Y","SBrkr",1060,185,0,1245,0,0,1,0,3,1,"Typical",6,"Typ",0,"No_Fireplace","Detchd","Unf",1,315,"Typical","Typical","Paved",0,0,334,0,0,0,"No_Pool","No_Fence","None",0,3,2010,"WD ","Normal",100000,-93.610468,42.030467
"63","One_Story_1945_and_Older","Residential_Medium_Density",60,8520,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Old_Town","Norm","Norm","OneFam","One_Story","Above_Average","Very_Good",1928,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","Good","BrkTil","Typical","Typical","No","Unf",7,"Unf",0,624,624,"GasA","Good","Y","SBrkr",720,0,0,720,0,0,1,0,2,1,"Typical",5,"Typ",0,"No_Fireplace","Detchd","Unf",2,484,"Typical","Typical","Paved",106,0,0,0,0,0,"No_Pool","No_Fence","None",0,5,2010,"WD ","Normal",105900,-93.606789,42.030331
"64","One_and_Half_Story_Finished_All_Ages","Residential_Medium_Density",60,10800,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Old_Town","Artery","Norm","OneFam","One_and_Half_Fin","Average","Above_Average",1915,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"Typical","Good","PConc","Fair","Typical","No","LwQ",4,"Unf",0,0,686,"GasA","Typical","Y","SBrkr",966,686,0,1652,1,0,2,0,4,1,"Typical",7,"Typ",0,"No_Fireplace","Detchd","Unf",1,416,"Typical","Typical","Paved",0,0,196,0,0,0,"No_Pool","No_Fence","Shed",1200,6,2010,"WD ","Normal",139000,-93.610588,42.029146
"65","One_Story_1946_and_Newer_All_Styles","Residential_Medium_Density",90,7407,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Old_Town","Artery","Norm","OneFam","One_Story","Above_Average","Good",1957,1996,"Gable","CompShg","MetalSd","MetalSd","None",0,"Typical","Typical","CBlock","Typical","Typical","No","GLQ",3,"Unf",0,312,912,"GasA","Typical","Y","FuseA",1236,0,0,1236,1,0,1,0,2,1,"Typical",6,"Typ",0,"No_Fireplace","Attchd","Unf",2,923,"Typical","Typical","Paved",0,158,158,0,0,0,"No_Pool","Minimum_Privacy","None",0,4,2010,"WD ","Normal",149700,-93.608246,42.03005
"66","Two_Story_1945_and_Older","Residential_Medium_Density",60,7740,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Old_Town","Norm","Norm","OneFam","Two_Story","Below_Average","Good",1910,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","Typical","CBlock","Fair","Typical","No","Unf",7,"Unf",0,622,622,"GasA","Good","Y","SBrkr",741,622,0,1363,0,0,1,0,3,1,"Typical",6,"Typ",0,"No_Fireplace","Detchd","Unf",2,528,"Typical","Typical","Paved",0,0,0,0,168,0,"No_Pool","No_Fence","None",0,6,2010,"WD ","Normal",125500,-93.607238,42.028164
"67","Two_and_Half_Story_All_Ages","Residential_Low_Density",0,7793,"Pave","No_Alley_Access","Slightly_Irregular","Bnk","AllPub","Corner","Gtl","Brookside","Norm","Norm","OneFam","Two_and_Half_Unf","Good","Good",1922,2005,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","Typical","BrkTil","Good","Typical","No","BLQ",2,"Unf",0,634,1108,"GasA","Typical","N","FuseA",1160,908,0,2068,0,0,1,1,3,1,"Good",8,"Typ",1,"Good","Detchd","Unf",1,315,"Typical","Typical","Paved",0,0,60,0,0,0,"No_Pool","No_Fence","None",0,5,2010,"WD ","Normal",209500,-93.625825,42.030187
"68","Two_Story_1945_and_Older","Residential_Medium_Density",50,10300,"Pave","No_Alley_Access","Slightly_Irregular","Bnk","AllPub","Inside","Gtl","Old_Town","RRAn","Feedr","OneFam","Two_Story","Good","Above_Average",1921,1950,"Gable","CompShg","Stucco","Stucco","None",0,"Typical","Typical","BrkTil","Typical","Typical","No","Unf",7,"Unf",0,576,576,"GasA","Good","Y","SBrkr",902,808,0,1710,0,0,2,0,3,1,"Typical",9,"Typ",0,"No_Fireplace","Detchd","Unf",2,480,"Typical","Typical","Paved",12,11,64,0,0,0,"No_Pool","Good_Privacy","None",0,4,2010,"WD ","Normal",140000,-93.62338,42.027986
"69","One_and_Half_Story_Finished_All_Ages","Residential_Medium_Density",57,8094,"Pave","Gravel","Regular","Lvl","AllPub","Inside","Gtl","Old_Town","Norm","Norm","OneFam","One_and_Half_Fin","Below_Average","Average",1915,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"Typical","Fair","CBlock","Typical","Typical","No","Unf",7,"Unf",0,888,888,"GasA","Excellent","Y","SBrkr",888,1074,0,1962,0,0,1,1,4,1,"Typical",9,"Typ",1,"Typical","Detchd","Unf",2,572,"Typical","Typical","Paved",160,0,364,0,0,0,"No_Pool","Good_Privacy","None",0,6,2010,"WD ","Normal",149500,-93.621674,42.028888
"70","Two_Story_1945_and_Older","Residential_Medium_Density",60,12900,"Pave","Gravel","Regular","Lvl","AllPub","Inside","Gtl","Old_Town","Norm","Norm","OneFam","Two_Story","Above_Average","Very_Good",1912,2009,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Good","Good","PConc","Typical","Typical","No","Unf",7,"Unf",0,780,780,"GasA","Excellent","Y","SBrkr",780,780,0,1560,0,0,1,1,3,1,"Good",7,"Typ",0,"No_Fireplace","No_Garage","No_Garage",0,0,"No_Garage","No_Garage","Dirt_Gravel",344,0,0,0,168,0,"No_Pool","No_Fence","None",0,5,2010,"WD ","Normal",159900,-93.621835,42.028875
"71","Duplex_All_Styles_and_Ages","Residential_Medium_Density",110,8472,"Grvl","No_Alley_Access","Moderately_Irregular","Bnk","AllPub","Corner","Mod","Iowa_DOT_and_Rail_Road","RRNn","Norm","Duplex","One_Story","Average","Average",1963,1963,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Fair","Typical","CBlock","Good","Typical","Gd","LwQ",4,"GLQ",712,0,816,"GasA","Typical","N","SBrkr",816,0,0,816,1,0,1,0,2,1,"Typical",5,"Typ",0,"No_Fireplace","CarPort","Unf",2,516,"Typical","Typical","Paved",106,0,0,0,0,0,"No_Pool","No_Fence","None",0,5,2010,"WD ","Normal",110000,-93.629495,42.020693
"72","Two_Family_conversion_All_Styles_and_Ages","Residential_Medium_Density",76,7630,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Old_Town","Feedr","Norm","TwoFmCon","Two_Story","Average","Excellent",1900,1996,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","Good","BrkTil","Good","Typical","No","Unf",7,"Unf",0,360,360,"GasA","Good","Y","SBrkr",1032,780,0,1812,0,0,2,0,4,2,"Good",8,"Typ",1,"Poor","Detchd","Unf",2,672,"Typical","Typical","Dirt_Gravel",344,0,40,0,0,0,"No_Pool","Minimum_Privacy","None",0,5,2010,"WD ","Normal",140000,-93.620386,42.026741
"73","Two_Family_conversion_All_Styles_and_Ages","Residential_Low_Density",60,9900,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","South_and_West_of_Iowa_State_University","Norm","Norm","TwoFmCon","One_and_Half_Fin","Average","Below_Average",1915,1950,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,"Fair","Fair","BrkTil","Typical","Typical","No","Rec",6,"Unf",0,186,1212,"GasA","Typical","N","SBrkr",1212,180,0,1392,1,0,1,0,3,1,"Typical",6,"Typ",0,"No_Fireplace","No_Garage","No_Garage",0,0,"No_Garage","No_Garage","Dirt_Gravel",0,0,168,0,0,0,"No_Pool","No_Fence","None",0,2,2010,"ConLD","Normal",100000,-93.656924,42.026752
"74","Two_Family_conversion_All_Styles_and_Ages","Residential_High_Density",60,6048,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","South_and_West_of_Iowa_State_University","Artery","Norm","TwoFmCon","One_and_Half_Fin","Average","Good",1910,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","Good","BrkTil","Typical","Typical","Mn","LwQ",4,"Unf",0,120,856,"GasA","Good","Y","SBrkr",936,744,0,1680,1,0,2,0,2,2,"Typical",7,"Typ",1,"Good","Detchd","Unf",2,450,"Typical","Fair","Partial_Pavement",56,144,0,0,0,0,"No_Pool","No_Fence","None",0,6,2010,"COD","Normal",114900,-93.655849,42.022825
"75","Duplex_All_Styles_and_Ages","Residential_Low_Density",72,10773,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","Duplex","One_Story","Below_Average","Fair",1967,1967,"Gable","Tar&Grv","Plywood","Plywood","BrkFace",72,"Fair","Fair","CBlock","Typical","Typical","No","ALQ",1,"Unf",0,1128,1832,"GasA","Typical","N","SBrkr",1832,0,0,1832,2,0,2,0,4,2,"Typical",8,"Typ",0,"No_Fireplace","No_Garage","No_Garage",0,0,"No_Garage","No_Garage","Paved",0,58,0,0,0,0,"No_Pool","No_Fence","None",0,5,2010,"WD ","Normal",136000,-93.671021,42.033386
"76","Duplex_All_Styles_and_Ages","Residential_Low_Density",72,10778,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","Duplex","One_Story","Below_Average","Average",1968,1968,"Hip","CompShg","HdBoard","HdBoard","None",0,"Typical","Typical","CBlock","Typical","Typical","No","Unf",7,"Unf",0,1768,1768,"GasA","Typical","N","SBrkr",1768,0,0,1768,0,0,2,0,4,2,"Typical",8,"Typ",0,"No_Fireplace","No_Garage","No_Garage",0,0,"No_Garage","No_Garage","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,4,2010,"WD ","Normal",136500,-93.671076,42.033387
