"","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn"
"504","No","Yes","Yes",52,"Yes","No","Fiber optic","Yes","No","Yes","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)",84.05,4326.8,"No"
"507","No","No","Yes",11,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Mailed check",78,851.8,"No"
"510","No","No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.85,19.85,"No"
"515","No","No","No",30,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","No","Month-to-month","Yes","Credit card (automatic)",95,2852.4,"No"
"518","Yes","Yes","No",5,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",70.05,302.6,"No"
"519","Yes","Yes","No",27,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",75.2,1929.35,"Yes"
"520","No","No","No",12,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",20.05,265.45,"No"
"522","Yes","Yes","No",29,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",51.6,1442,"No"
"525","No","Yes","No",34,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.05,3480,"Yes"
"526","No","No","No",52,"Yes","No","Fiber optic","Yes","No","Yes","No","Yes","No","One year","No","Electronic check",91.25,4738.3,"No"
"529","No","Yes","Yes",35,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",19.6,686.95,"No"
"530","Yes","No","No",56,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","No","Two year","Yes","Bank transfer (automatic)",99.9,5706.3,"No"
"531","No","Yes","Yes",24,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",21.1,490.65,"No"
"533","No","No","No",2,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",79.95,174.45,"No"
"534","Yes","Yes","Yes",68,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",107.15,7379.8,"No"
"535","No","No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",85,85,"Yes"
"536","No","No","No",12,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",89.55,1021.75,"No"
"540","No","Yes","Yes",60,"Yes","No","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",80.6,4946.7,"No"
"541","No","Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",113.1,8248.5,"No"
"543","No","No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.55,19.55,"No"
"544","No","No","No",10,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",86.05,834.1,"Yes"
"547","No","Yes","Yes",39,"Yes","No","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Mailed check",86.3,3266,"Yes"
"548","No","No","No",65,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",105.05,6744.25,"No"
"550","No","No","No",15,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.75,311.6,"No"
"554","No","Yes","Yes",23,"Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",25.6,514.75,"No"
"558","No","No","No",38,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","No","One year","No","Mailed check",70.6,2708.2,"No"
"567","No","Yes","Yes",15,"Yes","No","Fiber optic","Yes","No","No","Yes","Yes","Yes","One year","No","Electronic check",101.9,1667.25,"No"
"568","No","Yes","No",71,"Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","No","Two year","No","Credit card (automatic)",73.5,5357.75,"No"
"571","No","Yes","Yes",60,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",19.25,1103.25,"No"
"574","No","Yes","No",56,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","One year","No","Credit card (automatic)",100.3,5614.45,"Yes"
"580","No","No","No",2,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",19.65,38.8,"No"
"585","No","No","No",3,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",20,61.7,"No"
"589","No","Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","Yes","Two year","Yes","Electronic check",99.15,7422.1,"No"
"594","No","No","No",30,"Yes","No","Fiber optic","Yes","Yes","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)",84.3,2438.6,"No"
"601","No","No","No",16,"Yes","No","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Credit card (automatic)",74.55,1170.5,"No"
"608","No","No","Yes",51,"Yes","No","DSL","No","No","No","Yes","No","No","One year","No","Credit card (automatic)",47.85,2356.75,"No"
"609","No","Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",114.55,8306.05,"No"
"612","No","Yes","Yes",9,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","No","Month-to-month","No","Mailed check",65,663.05,"Yes"
"614","Yes","No","No",44,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",109.8,4860.35,"No"
"616","No","No","No",15,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",48.85,631.4,"No"
"622","No","No","No",62,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No","One year","Yes","Electronic check",92.05,5755.8,"No"
"623","No","Yes","Yes",40,"Yes","No","Fiber optic","No","No","Yes","No","Yes","No","One year","Yes","Electronic check",85.05,3355.65,"No"
"625","No","No","No",7,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",20,137.6,"Yes"
"629","Yes","No","No",72,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Electronic check",111.65,7943.45,"No"
"632","No","Yes","No",46,"Yes","Yes","DSL","Yes","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",55,2473.95,"No"
"634","No","No","No",10,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",20.35,176.3,"No"
"635","No","No","No",40,"No","No","DSL","Yes","No","No","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",54.55,2236.2,"No"
"637","No","No","No",31,"Yes","No","Fiber optic","No","No","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",99.45,3109.9,"No"
"643","No","No","No",1,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",89.55,89.55,"Yes"
"648","No","Yes","Yes",50,"Yes","Yes","DSL","No","No","Yes","Yes","Yes","No","One year","Yes","Electronic check",69.65,3442.15,"No"
"651","No","No","No",3,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",69.55,222.3,"Yes"
"654","No","No","No",17,"Yes","Yes","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",24.8,475.25,"No"
"655","Yes","No","No",8,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Electronic check",19.65,164.3,"Yes"
"658","No","Yes","No",45,"Yes","No","DSL","Yes","Yes","Yes","No","Yes","Yes","One year","No","Bank transfer (automatic)",78.8,3597.5,"No"
"660","No","Yes","No",37,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",20.35,697.65,"No"
"663","No","No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.05,20.05,"No"
"664","No","Yes","Yes",65,"Yes","Yes","DSL","Yes","Yes","No","No","No","Yes","Two year","Yes","Mailed check",69.55,4459.15,"No"
"665","No","Yes","Yes",57,"Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",19.5,1167.6,"No"
"666","No","No","No",3,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Mailed check",74.75,238.1,"No"
"668","No","No","No",49,"No","No","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",30.2,1453.1,"No"
"669","No","No","No",4,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",45.65,191.05,"Yes"
"672","No","Yes","Yes",53,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",25.55,1336.1,"No"
"674","No","No","No",22,"Yes","Yes","No","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",24.85,493.4,"No"
"677","No","No","No",48,"Yes","Yes","No","No","No","No","No","No","No","One year","No","Bank transfer (automatic)",24.55,1203.95,"No"
"678","No","No","No",2,"No","No","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",34.7,62.25,"Yes"
"679","No","No","No",3,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","No","Mailed check",107.95,313.6,"No"
"685","No","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check",71.1,71.1,"No"
"689","No","No","No",52,"No","No","DSL","No","Yes","No","No","No","No","One year","No","Mailed check",30.1,1623.4,"No"
"690","No","No","No",51,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Bank transfer (automatic)",83.4,4149.45,"No"
"691","No","No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",20.45,20.45,"No"
"694","No","No","No",3,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",75.1,270.7,"Yes"
"701","No","Yes","Yes",66,"Yes","Yes","DSL","No","No","Yes","No","Yes","No","Two year","Yes","Bank transfer (automatic)",63.3,4189.7,"No"
"702","No","No","No",35,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","Electronic check",83.15,2848.45,"No"
"705","No","No","No",4,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Mailed check",49.25,208.45,"No"
"707","No","No","No",65,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","Two year","Yes","Mailed check",59.6,3739.8,"No"
"710","No","Yes","Yes",29,"Yes","Yes","DSL","No","Yes","Yes","No","Yes","Yes","Month-to-month","No","Credit card (automatic)",80.1,2211.8,"No"
"711","No","No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.55,19.55,"Yes"
"713","No","No","No",58,"Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",24.7,1519,"No"
"714","No","No","Yes",14,"Yes","Yes","Fiber optic","Yes","No","No","Yes","No","No","Month-to-month","Yes","Mailed check",86,1164.05,"No"
"715","No","Yes","No",72,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Mailed check",25.4,1710.9,"No"
"719","No","No","No",26,"No","No","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",50.35,1277.5,"No"
"720","Yes","Yes","No",68,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)",80.35,5589.3,"No"
"724","No","No","No",3,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",45.35,141.5,"Yes"
"725","Yes","Yes","No",33,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.5,3105.55,"Yes"
"727","No","No","No",22,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Mailed check",26.25,605.9,"No"
"731","No","No","No",45,"Yes","Yes","Fiber optic","No","No","Yes","Yes","No","No","Month-to-month","Yes","Electronic check",87.25,3941.7,"Yes"
"735","No","Yes","No",27,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","No","Bank transfer (automatic)",90.15,2423.4,"No"
"738","No","Yes","No",70,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","No","Yes","Two year","No","Credit card (automatic)",101,7085.5,"No"
"740","Yes","Yes","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",89.85,6697.35,"No"
"743","No","No","No",10,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","No","Electronic check",98.55,1008.55,"Yes"
"746","Yes","Yes","No",72,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",110.8,7882.25,"No"
"747","Yes","Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",114.95,8196.4,"No"
"752","No","Yes","Yes",70,"Yes","No","DSL","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Credit card (automatic)",80.15,5600.15,"No"
"753","No","Yes","Yes",7,"Yes","No","DSL","Yes","No","Yes","Yes","No","Yes","Month-to-month","Yes","Credit card (automatic)",71.35,515.75,"No"
"755","No","Yes","No",2,"Yes","No","Fiber optic","Yes","Yes","No","No","Yes","No","Month-to-month","No","Electronic check",90.35,190.5,"No"
"757","No","No","No",66,"Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",19.7,1253.8,"No"
"758","No","No","No",3,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.85,57.2,"No"
"759","No","No","Yes",15,"Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",85.9,1269.55,"Yes"
"761","No","No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.8,20.8,"No"
"763","No","Yes","No",3,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.3,208.85,"Yes"
"766","No","No","No",11,"No","No","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Mailed check",35.8,363.15,"No"
"771","No","No","No",11,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",20.45,237.3,"No"
"772","No","No","No",15,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",93.35,1444.65,"Yes"
"777","No","Yes","Yes",3,"No","No","DSL","No","Yes","No","No","No","Yes","Month-to-month","No","Mailed check",40.3,92.5,"No"
"779","No","Yes","No",59,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","Yes","One year","Yes","Credit card (automatic)",107,6152.3,"No"
"781","No","Yes","Yes",71,"Yes","No","DSL","No","Yes","No","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",73.35,5154.5,"No"
"786","Yes","No","No",46,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",110,4874.8,"Yes"
"788","No","Yes","No",34,"Yes","Yes","DSL","Yes","No","No","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)",60.85,2003.6,"No"
"789","No","Yes","Yes",24,"Yes","Yes","DSL","Yes","Yes","No","No","Yes","Yes","One year","No","Electronic check",78.4,1832.4,"No"
"790","No","No","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","Two year","No","Bank transfer (automatic)",69.65,4908.25,"No"
"791","No","Yes","Yes",60,"No","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",59.85,3590.2,"No"
"796","No","Yes","No",2,"Yes","No","DSL","No","Yes","No","Yes","No","Yes","Month-to-month","Yes","Mailed check",64.2,143.65,"No"
"797","No","No","No",31,"Yes","Yes","Fiber optic","No","No","No","Yes","No","No","One year","No","Credit card (automatic)",81.7,2548.65,"No"
"798","No","Yes","Yes",20,"Yes","Yes","No","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",25.55,507.4,"No"
"802","No","No","No",10,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",98.5,1058.25,"Yes"
"803","No","Yes","Yes",39,"Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Mailed check",23.8,903.8,"No"
"806","No","Yes","Yes",72,"Yes","Yes","DSL","No","No","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",76.8,5468.45,"No"
"812","No","No","No",70,"Yes","Yes","Fiber optic","Yes","No","No","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",104,7250.15,"Yes"
"813","No","Yes","No",42,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Electronic check",25.25,1108.2,"No"
"814","No","Yes","Yes",34,"No","No","DSL","Yes","No","No","No","No","No","One year","No","Bank transfer (automatic)",30.4,938.65,"No"
"818","No","Yes","Yes",55,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",103.7,5656.75,"No"
"820","No","Yes","No",70,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","No","No","Two year","Yes","Credit card (automatic)",88,5986.45,"No"
"823","No","No","No",47,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",103.1,4889.3,"No"
"825","No","No","No",62,"Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",25.8,1563.95,"No"
"826","No","Yes","Yes",16,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",89.45,1430.25,"Yes"
"828","No","Yes","Yes",14,"Yes","Yes","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",25.55,372.45,"No"
"831","No","Yes","No",50,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","One year","No","Electronic check",108.55,5610.7,"Yes"
"835","Yes","No","No",4,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",78.85,292.8,"Yes"
"836","Yes","Yes","Yes",60,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",93.25,5774.55,"No"
"838","No","No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",44.4,44.4,"Yes"
"839","No","No","No",36,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",79.2,2854.95,"No"
"842","No","Yes","No",72,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Two year","Yes","Credit card (automatic)",105,7589.8,"No"
"843","No","Yes","Yes",12,"Yes","No","No","No","No","No","No","No","No","One year","No","Bank transfer (automatic)",19.8,229.6,"Yes"
"847","No","No","No",65,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",84.85,5459.2,"No"
"848","No","Yes","Yes",12,"No","No","DSL","Yes","No","No","Yes","No","No","One year","No","Credit card (automatic)",33.15,444.75,"No"
"852","No","No","Yes",52,"Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","Yes","Two year","Yes","Mailed check",85.15,4461.85,"No"
